Part #,Part Title,Description,Length,Width,Height,weight,MSRP/List,MAP,Tier 1,Tier 2,Tier 3,Fitment(year range/make/model/liter),Warranty
11252-250,Saturn ,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2007-2010 Saturn Outlook 3.6L ,
11142-240,Saturn ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2005-2006 Saturn Relay 3.5L ,
11142-320,Saturn ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2005-2006 Saturn Relay 3.5L ,
11142-250,Saturn ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2005-2006 Saturn Relay 3.5L ,
11142-300,Saturn ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2005-2006 Saturn Relay 3.5L ,
11142-370,Saturn ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2005-2006 Saturn Relay 3.5L ,
11142-240,Saturn ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2006-2007 Saturn Relay 3.9L,
11142-320,Saturn ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2006-2007 Saturn Relay 3.9L,
11142-250,Saturn ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2006-2007 Saturn Relay 3.9L,
11142-300,Saturn ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2006-2007 Saturn Relay 3.9L,
11142-370,Saturn ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2006-2007 Saturn Relay 3.9L,
11140-240,Saturn ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2002-2007 Saturn Vue 2.2L ,
11140-320,Saturn ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2002-2007 Saturn Vue 2.2L ,
11140-250,Saturn ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2002-2007 Saturn Vue 2.2L ,
11140-300,Saturn ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2002-2007 Saturn Vue 2.2L ,
11140-370,Saturn ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2002-2007 Saturn Vue 2.2L ,
11140-240,Saturn ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2008-2009 Saturn Vue 2.4L ,
11140-320,Saturn ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2008-2009 Saturn Vue 2.4L ,
11140-250,Saturn ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2008-2009 Saturn Vue 2.4L ,
11140-300,Saturn ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2008-2009 Saturn Vue 2.4L ,
11140-370,Saturn ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2008-2009 Saturn Vue 2.4L ,
11034-240,Scion,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2005-2010 Scion Tc 2.4L ,
11034-320,Scion,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2005-2010 Scion Tc 2.4L ,
11402-240,Scion,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2011-2016 Scion Tc 2.5L ,
11402-320,Scion,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2011-2016 Scion Tc 2.5L ,
11195-320,Scion,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2008-2015 Scion XB 2.4L ,
11386-240,Scion,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2008-2014 Scion XD 1.8L ,
11386-320,Scion,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2008-2014 Scion XD 1.8L ,
14668-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1984-1995 Toyota 4Runner 2.4L ,
14668-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1984-1995 Toyota 4Runner 2.4L ,
13984-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2003-2009 Toyota 4Runner 4.0L ,
13984-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2003-2009 Toyota 4Runner 4.0L ,
13983-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2003-2006 Toyota 4Runner 4.7L ,
13983-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2003-2006 Toyota 4Runner 4.7L ,
11198-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2007-2009 Toyota 4Runner 4.7L ,
11198-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2007-2009 Toyota 4Runner 4.7L ,
11136-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2005-2014 Toyota Avalon 3.5L ,
11136-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2005-2014 Toyota Avalon 3.5L ,
13958-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2002-2003 Toyota Camry 2.4L,
13958-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2002-2003 Toyota Camry 2.4L,
11034-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2004-2009 Toyota Camry 2.4L ,
11034-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2004-2009 Toyota Camry 2.4L ,
11516-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2010 Toyota Camry 2.5L ,
11516-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2010 Toyota Camry 2.5L ,
13956-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1994-2003 Toyota Camry 3.0L ,
13956-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1994-2003 Toyota Camry 3.0L ,
11033-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2004-2006 Toyota Camry 3.0L ,
11033-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2004-2006 Toyota Camry 3.0L ,
11033-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2004-2006 Toyota Camry 3.3L ,
11033-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2004-2006 Toyota Camry 3.3L ,
11136-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2007-2010 Toyota Camry 3.5L ,
11136-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2007-2010 Toyota Camry 3.5L ,
11385-250,Toyota ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2009-2010 Toyota Corolla 1.8L ,
11385-300,Toyota ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2009-2010 Toyota Corolla 1.8L ,
11385-370,Toyota ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2009-2010 Toyota Corolla 1.8L ,
11577-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2011-2013 Toyota Corolla 1.8L ,
11577-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2011-2013 Toyota Corolla 1.8L ,
11034-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2009-2010 Toyota Corolla 2.4L ,
11034-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2009-2010 Toyota Corolla 2.4L ,
11139-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2007-2010 Toyota FJ Cruiser 4.0L ,
11139-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2007-2010 Toyota FJ Cruiser 4.0L ,
13962-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2001-2003 Toyota Highlander 2.4L ,
13962-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2001-2003 Toyota Highlander 2.4L ,
11404-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2009-2014 Toyota Highlander 2.7L ,
11404-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2009-2014 Toyota Highlander 2.7L ,
13927-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2001-2003 Toyota Highlander 3.0L ,
13927-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2001-2003 Toyota Highlander 3.0L ,
11136-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2008-2010 Toyota Highlander 3.5L ,
11136-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2008-2010 Toyota Highlander 3.5L ,
11136-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2011-2013 Toyota Highlander 3.5L ,
11136-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2011-2013 Toyota Highlander 3.5L ,
13856-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1998-2002 Toyota Land Cruiser 4.7L ,
13856-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1998-2002 Toyota Land Cruiser 4.7L ,
11087-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2003-2004 Toyota Land Cruiser 4.7L ,
11087-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2003-2004 Toyota Land Cruiser 4.7L ,
11198-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2005-2007 Toyota Land Cruiser 4.7L ,
11198-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2005-2007 Toyota Land Cruiser 4.7L ,
11405-250,Toyota ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2008-2010 Toyota Land Cruiser 5.7L ,
11405-300,Toyota ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2008-2010 Toyota Land Cruiser 5.7L ,
11405-370,Toyota ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2008-2010 Toyota Land Cruiser 5.7L ,
11577-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2011-2013 Toyota Matrix 1.8L ,
11577-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2011-2013 Toyota Matrix 1.8L ,
11195-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2009-2010 Toyota Matrix 2.4L ,
11195-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2009-2010 Toyota Matrix 2.4L ,
14668-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1981-1995 Toyota Pickup 2.4L ,
14668-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1981-1995 Toyota Pickup 2.4L ,
13957-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2001-2003 Toyota Rav4 2.0L ,
13957-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2001-2003 Toyota Rav4 2.0L ,
11201-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2006-2008 Toyota Rav4 2.4L ,
11201-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2006-2008 Toyota Rav4 2.4L ,
11402-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2009-2014 Toyota Rav4 2.5L ,
11402-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2009-2014 Toyota Rav4 2.5L ,
11322-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2006-2008 Toyota Rav4 3.5L ,
11322-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2006-2008 Toyota Rav4 3.5L ,
11325-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2009-2012 Toyota Rav4 3.5L ,
11325-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2009-2012 Toyota Rav4 3.5L ,
13858-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2001-2002 Toyota Sequoia 4.7L ,
13858-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2001-2002 Toyota Sequoia 4.7L ,
13994-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2003-2009 Toyota Sequoia 4.7L ,
13994-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2003-2009 Toyota Sequoia 4.7L ,
11351-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2008-2012 Toyota Sequoia 5.7L ,
11351-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2008-2012 Toyota Sequoia 5.7L ,
11351-250,Toyota ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2008-2012 Toyota Sequoia 5.7L ,
11351-300,Toyota ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2008-2012 Toyota Sequoia 5.7L ,
11351-370,Toyota ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2008-2012 Toyota Sequoia 5.7L ,
11324-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2007-2012 Toyota Sienna 3.5L ,
11324-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2007-2012 Toyota Sienna 3.5L ,
13958-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2002-2003 Toyota Solara 2.4L ,
13958-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2002-2003 Toyota Solara 2.4L ,
13546-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1993-1998 Toyota Supra 3.0L ,
13546-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1993-1998 Toyota Supra 3.0L ,
11139-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2005-2010 Toyota Tacoma 4.0L ,
11139-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2005-2010 Toyota Tacoma 4.0L ,
11138-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2005-2009 Toyota Tundra 4.0L ,
11138-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2005-2009 Toyota Tundra 4.0L ,
13858-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2000-2002 Toyota Tundra 4.7L ,
13858-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2000-2002 Toyota Tundra 4.7L ,
11351-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2007-2014 Toyota Tundra 5.7L ,
11351-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2007-2014 Toyota Tundra 5.7L ,
11351-250,Toyota ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2007-2014 Toyota Tundra 5.7L ,
11351-300,Toyota ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2007-2014 Toyota Tundra 5.7L ,
11351-370,Toyota ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2007-2014 Toyota Tundra 5.7L ,
11136-240,Toyota ,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,2009-2014 Toyota Venza 3.5L ,
11136-320,Toyota ,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,2009-2014 Toyota Venza 3.5L ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1999-2005 Volkswagen Beetle 1.8L ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1999-2005 Volkswagen Beetle 1.8L ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1999-2005 Volkswagen Beetle 1.8L ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1999-2006 Volkswagen Beetle 1.9L Diesel ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1999-2006 Volkswagen Beetle 1.9L Diesel ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1999-2006 Volkswagen Beetle 1.9L Diesel ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1999-2005 Volkswagen Beetle 2.0L ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1999-2005 Volkswagen Beetle 2.0L ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1999-2005 Volkswagen Beetle 2.0L ,
11460-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2006-2013 Volkswagen Beetle 2.5L ,
11460-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2006-2013 Volkswagen Beetle 2.5L ,
11460-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2006-2013 Volkswagen Beetle 2.5L ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2007-20029 Volkswagen EOS 2.0L ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2007-20029 Volkswagen EOS 2.0L ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2007-20029 Volkswagen EOS 2.0L ,
13381-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1993-1998 Volkswagen Golf 1.8L ,
13381-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1993-1998 Volkswagen Golf 1.8L ,
13381-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1993-1998 Volkswagen Golf 1.8L ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2000-20026 Volkswagen Golf 1.8L ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2000-20026 Volkswagen Golf 1.8L ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2000-20026 Volkswagen Golf 1.8L ,
13381-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1993-1998 Volkswagen Golf 1.9L Diesel ,
13381-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1993-1998 Volkswagen Golf 1.9L Diesel ,
13381-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1993-1998 Volkswagen Golf 1.9L Diesel ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1999-2006 Volkswagen Golf 2.0L ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1999-2006 Volkswagen Golf 2.0L ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1999-2006 Volkswagen Golf 2.0L ,
13381-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1994-1998 Volkswagen Golf 2.8L ,
13381-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1994-1998 Volkswagen Golf 2.8L ,
13381-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1994-1998 Volkswagen Golf 2.8L ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1999-2004 Volkswagen Golf 2.8L ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1999-2004 Volkswagen Golf 2.8L ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1999-2004 Volkswagen Golf 2.8L ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2006-2008 Volkswagen GTI 2.0L ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2006-2008 Volkswagen GTI 2.0L ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2006-2008 Volkswagen GTI 2.0L ,
13381-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1993-1997 Volkswagen Jetta 1.8L ,
13381-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1993-1997 Volkswagen Jetta 1.8L ,
13381-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1993-1997 Volkswagen Jetta 1.8L ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2000-2005 Volkswagen Jetta 1.8L ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2000-2005 Volkswagen Jetta 1.8L ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2000-2005 Volkswagen Jetta 1.8L ,
13381-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1993-1997 Volkswagen Jetta 1.9L Diesel ,
13381-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1993-1997 Volkswagen Jetta 1.9L Diesel ,
13381-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1993-1997 Volkswagen Jetta 1.9L Diesel ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2000-2005 Volkswagen Jetta 1.9 Diesel ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2000-2005 Volkswagen Jetta 1.9 Diesel ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2000-2005 Volkswagen Jetta 1.9 Diesel ,
13381-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1993-1998 Volkswagen Jetta 2.0L ,
13381-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1993-1998 Volkswagen Jetta 2.0L ,
13381-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1993-1998 Volkswagen Jetta 2.0L ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1999-2007 Volkswagen Jetta 2.0L ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1999-2007 Volkswagen Jetta 2.0L ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1999-2007 Volkswagen Jetta 2.0L ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2009 Volkswagen  Jetta 2.0L Diesel ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2009 Volkswagen  Jetta 2.0L Diesel ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2009 Volkswagen  Jetta 2.0L Diesel ,
11460-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2005-2013 Volkswagen Jetta 2.5L ,
11460-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2005-2013 Volkswagen Jetta 2.5L ,
11460-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2005-2013 Volkswagen Jetta 2.5L ,
13381-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1993-1998 Volkswagen Jetta 2.8L ,
13381-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1993-1998 Volkswagen Jetta 2.8L ,
13381-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1993-1998 Volkswagen Jetta 2.8L ,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1999-2004 Volkswagen Jetta 2.8L ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1999-2004 Volkswagen Jetta 2.8L ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1999-2004 Volkswagen Jetta 2.8L ,
13381-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1994-1997 Volkswagen Passat 2.0L,
13381-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1994-1997 Volkswagen Passat 2.0L,
13381-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1994-1997 Volkswagen Passat 2.0L,
13852-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2006-2008 Volkswagen Passat 2.0L ,
13852-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2006-2008 Volkswagen Passat 2.0L ,
13852-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2006-2008 Volkswagen Passat 2.0L ,
13381-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1992-1997 Volkswagen Passat 2.8L ,
13381-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1992-1997 Volkswagen Passat 2.8L ,
13381-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1992-1997 Volkswagen Passat 2.8L ,
11460-250,Volkswagen ,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,2006-2013 Volkswagen Rabbit 2.5L ,
11460-300,Volkswagen ,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,2006-2013 Volkswagen Rabbit 2.5L ,
11460-370,Volkswagen ,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,2006-2013 Volkswagen Rabbit 2.5L ,
55555-300,Volkswagen ,6 Phase,9,9,9,17,$499 ,,10,15,20,Beetle L4 2.0L 2012-2013,
55555-300,Volkswagen ,6 Phase,9,9,9,17,$499 ,,10,15,20,CC L4 2.0L 2009-2014,
55555-300,Volkswagen ,6 Phase,9,9,9,17,$499 ,,10,15,20,Eos L4 2.0L 2009-2014,
55555-300,Volkswagen ,6 Phase,9,9,9,17,$499 ,,10,15,20,GTI L4 2.0L 2008-2014,
55555-300,Volkswagen ,6 Phase,9,9,9,17,$499 ,,10,15,20,Jetta L4 2.0L 2008-2013,
55555-300,Volkswagen ,6 Phase,9,9,9,17,$499 ,,10,15,20,Passat L4 2.0L 2008-2010,
