Part #,Part Title,Description,Length,Width,Height,weight,MSRP/List,MAP,Tier 1,Tier 2,Tier 3,Fitment(year range/make/model/liter),Warranty
8497-350,Chevrolet,350amp Hairpin,9,9,9,17,$629 ,10,15,20,,2002-2006 Chevy Trailblazer 4.2L,
8498-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,10,15,20,,2007-2009 Chevy Trailblazer 4.2L ,
8498-270,Chevrolet,270amp 3 phase,9,9,9,17,$399 ,10,15,20,,2007-2009 Chevy Trailblazer 4.2L ,
8498-360,Chevrolet,360amp Hairpin,9,9,9,17,$629 ,10,15,20,,2007-2009 Chevy Trailblazer 4.2L ,
8206-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,10,15,20,,2003-2006 Chevy Trailblazer 5.3L ,
8206-270,Chevrolet,270amp 3 phase,9,9,9,17,$399 ,10,15,20,,2003-2006 Chevy Trailblazer 5.3L ,
8206-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2003-2006 Chevy Trailblazer 5.3L ,
8206-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2003-2006 Chevy Trailblazer 5.3L ,
8206-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2003-2006 Chevy Trailblazer 5.3L ,
8302-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,10,15,20,,2007-2009 Chevy Trailblazer 5.3L,
8302-270,Chevrolet,270amp 3phase,9,9,9,17,$399 ,10,15,20,,2007-2009 Chevy Trailblazer 5.3L,
8302-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,10,15,20,,2007-2009 Chevy Trailblazer 5.3L,
8302-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,10,15,20,,2007-2009 Chevy Trailblazer 5.3L,
8302-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,10,15,20,,2007-2009 Chevy Trailblazer 5.3L,
8206-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,10,15,20,,2003-2006 Chevy Trailblazer 6.0L ,
8206-270,Chevrolet,270amp 3 phase,9,9,9,17,$399 ,10,15,20,,2003-2006 Chevy Trailblazer 6.0L ,
8206-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2003-2006 Chevy Trailblazer 6.0L ,
8206-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2003-2006 Chevy Trailblazer 6.0L ,
8206-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2003-2006 Chevy Trailblazer 6.0L ,
8206-240,Chevrolet,240amp 3 phase,9,9,9,17,$329 ,10,15,20,,2007-2009 Chevy Trailblazer 6.0L,
8206-270,Chevrolet,270amp 3 phase,9,9,9,17,$399 ,10,15,20,,2007-2009 Chevy Trailblazer 6.0L,
8206-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2007-2009 Chevy Trailblazer 6.0L,
8206-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2007-2009 Chevy Trailblazer 6.0L,
8206-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2007-2009 Chevy Trailblazer 6.0L,
11252-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2009-2013 Chevy Traverse 3.6L ,
11252-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2009-2013 Chevy Traverse 3.6L ,
11252-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2009-2013 Chevy Traverse 3.6L ,
11142-240,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2005-2009 chevy Uplander 3.5L,
11142-320,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2005-2009 chevy Uplander 3.5L,
11142-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2005-2009 chevy Uplander 3.5L,
11142-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2005-2009 chevy Uplander 3.5L,
11142-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2005-2009 chevy Uplander 3.5L,
11142-240,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2005-2009 Chevy Uplander 3.9L,
11142-320,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2005-2009 Chevy Uplander 3.9L,
11142-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2005-2009 Chevy Uplander 3.9L,
11142-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2005-2009 Chevy Uplander 3.9L,
11142-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2005-2009 Chevy Uplander 3.9L,
8287-240,Chevrolet,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1999-2005 Chevy Venture 3.4L ,
8287-320,Chevrolet,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1999-2005 Chevy Venture 3.4L ,
8287-250,Chevrolet,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,1999-2005 Chevy Venture 3.4L ,
8287-300,Chevrolet,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,1999-2005 Chevy Venture 3.4L ,
8287-370,Chevrolet,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,1999-2005 Chevy Venture 3.4L ,
11228-270,Chrysler ,270amp 6 phase ,9,9,9,17,$429 ,,10,15,20,Chrysler Sebring 2.4L ,
11228-270,Chrysler ,270amp 6 phase ,9,9,9,17,$429 ,,10,15,20,2011-2014 Chrysler 200 2.4L,
11570-240,Chrysler ,240amp 6 phase ,9,9,9,17,$379 ,,10,15,20,2011-2014 Chrysler 200 3.6L ,
11570-270,Chrysler ,270amp 6 phase ,9,9,9,17,$479 ,,10,15,20,2011-2014 Chrysler 200 3.6L ,
11570-250,Chrysler ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2014 Chrysler 200 3.6L ,
11570-300,Chrysler ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2014 Chrysler 200 3.6L ,
11570-370,Chrysler ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2014 Chrysler 200 3.6L ,
11113-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2005-2007 Chrysler 300 2.7L ,
11113-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2005-2007 Chrysler 300 2.7L ,
11383-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Chrysler 300 2.7L ,
11383-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Chrysler 300 2.7L ,
11113-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2005-2007 Chrysler 300 3.5L ,
11113-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2005-2007 Chrysler 300 3.5L ,
11383-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Chrysler 300 3.5L ,
11383-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Chrysler 300 3.5L ,
11572-250,Chrysler ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2015 Chrysler 300 3.6L ,
11572-300,Chrysler ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2015 Chrysler 300 3.6L ,
11572-370,Chrysler ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2015 Chrysler 300 3.6L ,
11113-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2005-2007 Chryser 300 5.7L,
11113-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2005-2007 Chryser 300 5.7L,
11383-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Chrysler 300 5.7L,
11383-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Chrysler 300 5.7L,
11576-250,Chrysler ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2015 Chrysler 300 5.7L ,
11576-300,Chrysler ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2015 Chrysler 300 5.7L ,
11576-370,Chrysler ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2015 Chrysler 300 5.7L ,
11113-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2005-2007 Chrysler 300 6.1L,
11113-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2005-2007 Chrysler 300 6.1L,
11383-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Chrysler 300 6.1L,
11383-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Chrysler 300 6.1L,
11576-250,Chrysler ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2015 Chrysler 300 6.4L,
11576-300,Chrysler ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2015 Chrysler 300 6.4L,
11576-370,Chrysler ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2015 Chrysler 300 6.4L,
11240-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2007-2009 Chrysler Aspen 4.7L ,
11240-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2007-2009 Chrysler Aspen 4.7L ,
11298-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2007-2009 Chrysler Aspect 5.7L ,
11298-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2007-2009 Chrysler Aspect 5.7L ,
11298-250,Chrysler ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2007-2009 Chrysler Aspect 5.7L ,
11298-300,Chrysler ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2007-2009 Chrysler Aspect 5.7L ,
11298-370,Chrysler ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2007-2009 Chrysler Aspect 5.7L ,
13764-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1998-2001 Chrysler Concorde 3.2L ,
13764-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1998-2001 Chrysler Concorde 3.2L ,
13443-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1993-1997 Chrysler Concorde 3.3L ,
13443-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1993-1997 Chrysler Concorde 3.3L ,
13443-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1994-1997 Chrysler LHS 3.5L ,
13443-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1994-1997 Chrysler LHS 3.5L ,
13764-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1999-2001 Chrysler LHS 3.5L ,
13764-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1999-2001 Chrysler LHS 3.5L ,
11294-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2007-2008 Chrysler Pacifica 4.0L ,
11294-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2007-2008 Chrysler Pacifica 4.0L ,
11140-240,Chrysler ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2003-2005 Chrysler PT Cruiser 2.4L Turbo ,
11140-320,Chrysler ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2003-2005 Chrysler PT Cruiser 2.4L Turbo ,
11140-250,Chrysler ,250amp Hairpin,9,9,9,17,$399 ,,10,15,20,2003-2005 Chrysler PT Cruiser 2.4L Turbo ,
11140-300,Chrysler ,300amp Hairpin,9,9,9,17,$499 ,,10,15,20,2003-2005 Chrysler PT Cruiser 2.4L Turbo ,
11140-370,Chrysler ,370amp Hairpin,9,9,9,17,$599 ,,10,15,20,2003-2005 Chrysler PT Cruiser 2.4L Turbo ,
11244-240,Chrysler ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2006-2009 Chrysler PT Cruiser 2.4L Turbo ,
11244-320,Chrysler ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2006-2009 Chrysler PT Cruiser 2.4L Turbo ,
13341-240,Chrysler ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1992-2000 Chrysler Town & Country 3.3L,
13341-320,Chrysler ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1992-2000 Chrysler Town & Country 3.3L,
13871-240,Chrysler ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2001-2007 Chrysler Town & Country 3.3L ,
13871-320,Chrysler ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2001-2007 Chrysler Town & Country 3.3L ,
11294-240,Chrysler ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2008-2010 Chrysler Town & Country 3.3L ,
11294-320,Chrysler ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2008-2010 Chrysler Town & Country 3.3L ,
11570-240,Chrysler ,240amp 6 phase ,9,9,9,17,$379 ,,10,15,20,2011-2016 Chrysler Town & Country 3.6L ,
11570-270,Chrysler ,270amp 6 phase ,9,9,9,17,$479 ,,10,15,20,2011-2016 Chrysler Town & Country 3.6L ,
11570-250,Chrysler ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2016 Chrysler Town & Country 3.6L ,
11570-300,Chrysler ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2016 Chrysler Town & Country 3.6L ,
11570-370,Chrysler ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2016 Chrysler Town & Country 3.6L ,
13341-240,Chrysler ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1992-2000 Chrysler Town & Country 3.8L ,
13341-320,Chrysler ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1992-2000 Chrysler Town & Country 3.8L ,
13871-240,Chrysler ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2001-2007 Chrysler Town & Country 3.8L ,
13871-320,Chrysler ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2001-2007 Chrysler Town & Country 3.8L ,
11294-240,Chrysler ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2008-2010 Chrysler Town & Country 3.8L ,
11294-320,Chrysler ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2008-2010 Chrysler Town & Country 3.8L ,
13341-240,Chrysler ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1992-2000 Chrysler Town & Country 4.0L ,
13341-320,Chrysler ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1992-2000 Chrysler Town & Country 4.0L ,
13871-240,Chrysler ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2001-2007 Chrysler Town & Country 4.0L,
13871-320,Chrysler ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2001-2007 Chrysler Town & Country 4.0L,
11294-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Chrysler Town & Country 4.0L,
11294-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Chrysler Town & Country 4.0L,
11228-270,Dodge ,270amp6 phase ,9,9,9,17,$429 ,,10,15,20,2008-2014 Dodge Avenger 2.4L ,
11570-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2011-2014 Dodge Avenger 3.6L,
11570-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2011-2014 Dodge Avenger 3.6L,
11228-270,Dodge ,270amp 6 phase ,9,9,9,17,$429 ,,10,15,20,2007-2010 Dodge Caliber 1.8L,
11228-270,Dodge ,270amp 6 phase ,9,9,9,17,$429 ,,10,15,20,2007-2012 Dodge Caliber 2.0L,
11228-270,Dodge ,270amp 6 phase ,9,9,9,17,$429 ,,10,15,20,2007-2011 Dodge Caliber 2.4L ,
13341-240,Dodge ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1990-1005 Dodge Caravan 2.5L,
13341-320,Dodge ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1990-1005 Dodge Caravan 2.5L,
13341-240,Dodge ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1992-2000 Dodge Caravan 3.3L,
13341-320,Dodge ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1992-2000 Dodge Caravan 3.3L,
13871-240,Chrysler ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2001-2007 Dodge Caravan 3.3L ,
13871-320,Chrysler ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2001-2007 Dodge Caravan 3.3L ,
11294-240,Chrysler ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Caravan 3.3L ,
11294-320,Chrysler ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Caravan 3.3L ,
13341-240,Dodge ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1992-2000 Dodge Caravan 3.8L,
13341-320,Dodge ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1992-2000 Dodge Caravan 3.8L,
13871-240,Dodge ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2001-2007 Dodge Caravan 3.8L,
13871-320,Dodge ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2001-2007 Dodge Caravan 3.8L,
11294-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Caravan 3.8L ,
11294-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Caravan 3.8L ,
13341-240,Dodge ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1992-2000 Dodge Caravan 4.9L ,
13341-320,Dodge ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1992-2000 Dodge Caravan 4.9L ,
13871-240,Dodge ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2001-2007  Dodge Caravan 4.0L,
13871-320,Dodge ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2001-2007  Dodge Caravan 4.0L,
11294-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Caravan 4.0L ,
11294-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Caravan 4.0L ,
11383-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Challenger 3.5L,
11383-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Challenger 3.5L,
11572-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2015 Dodge Challenger 3.6L,
11572-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2015 Dodge Challenger 3.6L,
11572-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2015 Dodge Challenger 3.6L,
11383-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Challenger 5.7L ,
11383-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Challenger 5.7L ,
11576-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2015 Dodge Challenger 5.7L ,
11576-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2015 Dodge Challenger 5.7L ,
11576-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2015 Dodge Challenger 5.7L ,
11383-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Challenger 6.1L ,
11383-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Challenger 6.1L ,
11576-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2015 Dodge Challenger 6.4L ,
11576-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2015 Dodge Challenger 6.4L ,
11576-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2015 Dodge Challenger 6.4L ,
11113-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2006-2007 Dodge Charger 2.7L ,
11113-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2006-2007 Dodge Charger 2.7L ,
11383-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Charger 2.7L ,
11383-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Charger 2.7L ,
11113-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2006-2007 Dodge Charger 3.5L ,
11113-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2006-2007 Dodge Charger 3.5L ,
11383-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Charger 3.5L,
11383-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Charger 3.5L,
11572-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2015 Dodge Charger 3.6L ,
11572-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2015 Dodge Charger 3.6L ,
11572-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2015 Dodge Charger 3.6L ,
11113-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2006-2007 Dodge Charger 5.7L ,
11113-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2006-2007 Dodge Charger 5.7L ,
11383-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Charger 5.7L,
11383-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Charger 5.7L,
11576-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2013 Dodge Charger 5.7L ,
11576-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2013 Dodge Charger 5.7L ,
11576-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2013 Dodge Charger 5.7L ,
11113-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2006-2007 Dodge Charger 6.1L ,
11113-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2006-2007 Dodge Charger 6.1L ,
11383-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Charger 6.1L ,
11383-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Charger 6.1L ,
11576-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2015 Dodge Charger 6.4L ,
11576-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2015 Dodge Charger 6.4L ,
11576-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2015 Dodge Charger 6.4L ,
13341-240,Dodge ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,1997-2002 Dodge Dakota 2.5L ,
13341-320,Dodge ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,1997-2002 Dodge Dakota 2.5L ,
13912-240,Dodge ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2000-2006 Dodge Dakota 3.7L ,
13912-320,Dodge ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2000-2006 Dodge Dakota 3.7L ,
11240-240,Dodge ,240amp 6 phase ,9,9,9,17,$379 ,,10,15,20,2007-2010 Dodge Dakota 3.7L ,
11240-350,Dodge ,350amp 6 phase ,9,9,9,17,$479 ,,10,15,20,2007-2010 Dodge Dakota 3.7L ,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1992-2003 Dodge Dakota 3.9L,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1992-2003 Dodge Dakota 3.9L,
13912-240,Dodge ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2000-2006 Dodge Dakota 4.7L ,
13912-320,Dodge ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2000-2006 Dodge Dakota 4.7L ,
11240-240,Dodge ,240amp 6 phase ,9,9,9,17,$379 ,,10,15,20,2007-2010 Dodge Dakota 4.7L,
11240-350,Dodge ,350amp 6 phase ,9,9,9,17,$479 ,,10,15,20,2007-2010 Dodge Dakota 4.7L,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1992-2003 Dodge Dakoa 5.2L,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1992-2003 Dodge Dakoa 5.2L,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1992-2003 Dodge Dakota 5.9L ,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1992-2003 Dodge Dakota 5.9L ,
11572-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,Dodge Durango 3.6L ,
11572-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,Dodge Durango 3.6L ,
11572-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,Dodge Durango 3.6L ,
13912-240,Dodge ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2000-2006 Dodge Durango 3.7L ,
13912-320,Dodge ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2000-2006 Dodge Durango 3.7L ,
11240-240,Dodge ,240amp 6 phase ,9,9,9,17,$379 ,,10,15,20,2007-2010 Dodge Durango 3.7L ,
11240-350,Dodge ,350amp 6 phase ,9,9,9,17,$479 ,,10,15,20,2007-2010 Dodge Durango 3.7L ,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1998-2003 Dodge Durango 3.9L ,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1998-2003 Dodge Durango 3.9L ,
13912-240,Dodge ,240amp Hairpin,9,9,9,17,$359 ,,10,15,20,2000-2006 Dodge Durango 4.7L ,
13912-320,Dodge ,320amp Hairpin,9,9,9,17,$459 ,,10,15,20,2000-2006 Dodge Durango 4.7L ,
11240-240,Dodge ,240amp 6 phase ,9,9,9,17,$379 ,,10,15,20,2007-2010 Dodge Durango 4.7L,
11240-350,Dodge ,350amp 6 phase ,9,9,9,17,$479 ,,10,15,20,2007-2010 Dodge Durango 4.7L,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1998-2003 Dodge Durango 5.2L ,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1998-2003 Dodge Durango 5.2L ,
13985-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2004-2006 Dodge Durango 5.7L ,
13985-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2004-2006 Dodge Durango 5.7L ,
